SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.06720586649412272;77.63375554486592
117122;GreyMatter;0.36482083261588877;7.54983443527075
117122;Hippocampus;0.12434972732527456;33.61547262794322
117122;Thalamus;0.19204325878881384;44.328320518603
117122;WhiteMatter;0.6345678957953796;8.0
117122-PP;Amygdala;0.06839090435688248;77.5112895003044
117122-PP;GreyMatter;0.36465450908384567;5.0990195135927845
117122-PP;Hippocampus;0.1236407671016212;33.67491648096547
117122-PP;Thalamus;0.19752954141921264;43.749285708454714
117122-PP;WhiteMatter;0.6346947716979927;8.0
118528;Amygdala;0.046818443219106255;76.19055059520177
118528;GreyMatter;0.32437510478865295;7.615773105863909
118528;Hippocampus;0.09572127361664212;33.54101966249684
118528;Thalamus;0.1774771971768713;45.8257569495584
118528;WhiteMatter;0.6739793689364206;8.0
118528-PP;Amygdala;0.047007323848808825;76.03288762108144
118528-PP;GreyMatter;0.32058738777325957;7.3484692283495345
118528-PP;Hippocampus;0.09397467993549709;33.03028912982749
118528-PP;Thalamus;0.18378698224852072;43.57751713900185
118528-PP;WhiteMatter;0.6870491004653736;8.0
118730;Amygdala;0.052251416949558094;76.95453203028396
118730;GreyMatter;0.3364598400710054;7.14142842854285
118730;Hippocampus;0.09049958651554216;36.05551275463989
118730;Thalamus;0.2148828060973611;45.67274898667694
118730;WhiteMatter;0.6723979296886662;8.0
118730-PP;Amygdala;0.05201382268827455;76.51143705355429
118730-PP;GreyMatter;0.3315571740761384;7.0710678118654755
118730-PP;Hippocampus;0.08914028887523048;36.124783736376884
118730-PP;Thalamus;0.22303309287899625;44.02272140611028
118730-PP;WhiteMatter;0.6871559594970734;8.246211251235321
118932;Amygdala;0.06569806676987813;77.92945527847606
118932;GreyMatter;0.39272690301578195;8.0
118932;Hippocampus;0.10847403266820921;34.36568055487916
118932;Thalamus;0.19417446559209242;45.70557952810576
118932;WhiteMatter;0.6256282906174582;7.3484692283495345
118932-PP;Amygdala;0.06579337324402822;77.27871634544663
118932-PP;GreyMatter;0.39301489334931494;7.0
118932-PP;Hippocampus;0.10783353043870023;34.79942528261063
118932-PP;Thalamus;0.20128215030508997;43.78355855797927
118932-PP;WhiteMatter;0.6312520844597184;8.0
120111;Amygdala;0.05413178952026255;75.9012516365837
120111;GreyMatter;0.3225366348658453;7.874007874011811
120111;Hippocampus;0.11090825619508236;33.37663853655727
120111;Thalamus;0.193523591462916;46.34652090502587
120111;WhiteMatter;0.6902292028888591;7.0
120111-PP;Amygdala;0.05456457176587778;75.22632517942107
120111-PP;GreyMatter;0.31938629081401976;7.54983443527075
120111-PP;Hippocampus;0.11085362369448588;33.301651610693426
120111-PP;Thalamus;0.19969141496302012;44.64302857109943
120111-PP;WhiteMatter;0.6982094003843177;7.3484692283495345
122317;Amygdala;0.06701636263994364;77.64663547121665
122317;GreyMatter;0.37070582077009934;7.14142842854285
122317;Hippocampus;0.10070254836684162;32.264531609803356
122317;Thalamus;0.1734923752310536;46.95742752749558
122317;WhiteMatter;0.6326145594264937;8.06225774829855
122317-PP;Amygdala;0.06695472770446495;77.03246069028303
122317-PP;GreyMatter;0.370717583798042;7.0710678118654755
122317-PP;Hippocampus;0.10155353000445205;32.449961479175904
122317-PP;Thalamus;0.17907830403186256;44.57577817604534
122317-PP;WhiteMatter;0.6385679589966904;8.246211251235321
122620;Amygdala;0.05691916355587856;77.110310594628
122620;GreyMatter;0.35813037000646136;9.219544457292887
122620;Hippocampus;0.0922789778497516;34.07345007480164
122620;Thalamus;0.19296117548885505;44.28317965096906
122620;WhiteMatter;0.6576717372573271;8.0
122620-PP;Amygdala;0.0566483859314965;76.79843748410511
122620-PP;GreyMatter;0.3535761585928055;9.273618495495704
122620-PP;Hippocampus;0.09033514015520212;33.67491648096547
122620-PP;Thalamus;0.20152565010442905;42.20189569201838
122620-PP;WhiteMatter;0.6668431037554896;8.06225774829855
123117;Amygdala;0.06105457909343201;79.71198153351854
123117;GreyMatter;0.3663458976223821;9.0
123117;Hippocampus;0.11140751064316279;32.54228019054596
123117;Thalamus;0.1962779509740311;44.68780594300866
123117;WhiteMatter;0.6832723209768098;7.0
123117-PP;Amygdala;0.06173941262372221;79.5361553005927
123117-PP;GreyMatter;0.3656874854484253;7.54983443527075
123117-PP;Hippocampus;0.1120113931835101;32.449961479175904
123117-PP;Thalamus;0.20298049351803238;43.88621651498338
123117-PP;WhiteMatter;0.6888644250830895;7.0
123925;Amygdala;0.07001618020971233;79.45438943192504
123925;GreyMatter;0.34164212863142734;8.306623862918075
123925;Hippocampus;0.12001230194439065;31.32091952673165
123925;Thalamus;0.20099986805260303;43.76071297408213
123925;WhiteMatter;0.6241983589430323;7.483314773547883
123925-PP;Amygdala;0.07100741773917454;79.2464510246358
123925-PP;GreyMatter;0.3445012579265675;8.12403840463596
123925-PP;Hippocampus;0.1191663957490219;31.304951684997057
123925-PP;Thalamus;0.2064133212430962;42.07136793592526
123925-PP;WhiteMatter;0.6289351307043671;8.0
124422;Amygdala;0.07560945207186993;77.08436936240706
124422;GreyMatter;0.3308930718458614;8.246211251235321
124422;Hippocampus;0.11144584985490552;32.93933818400121
124422;Thalamus;0.2211461417871451;43.266615305567875
124422;WhiteMatter;0.648349925732524;7.615773105863909
124422-PP;Amygdala;0.07586243706299928;77.0
124422-PP;GreyMatter;0.32827954012950916;7.810249675906654
124422-PP;Hippocampus;0.10942222896330564;32.93933818400121
124422-PP;Thalamus;0.22840656583757438;42.15447781671598
124422-PP;WhiteMatter;0.6540401201666828;8.0
