SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.0718443462326183;77.64663547121665
117122;GreyMatter;0.35801467363554895;8.06225774829855
117122;Hippocampus;0.11933884297520661;33.52610922848042
117122;Thalamus;0.1894469547033123;44.395945760846224
117122;WhiteMatter;0.6478363988437937;8.0
117122-PP;Amygdala;0.07346961054556371;77.23988606931007
117122-PP;GreyMatter;0.35616458206539064;6.0
117122-PP;Hippocampus;0.11849546526076202;33.54101966249684
117122-PP;Thalamus;0.19565499599098926;43.79497688091638
117122-PP;WhiteMatter;0.6491126445191953;8.06225774829855
118528;Amygdala;0.04964385927045111;76.16429609731846
118528;GreyMatter;0.31752485473278313;8.06225774829855
118528;Hippocampus;0.09096907502908441;33.67491648096547
118528;Thalamus;0.1723990653970806;45.67274898667694
118528;WhiteMatter;0.6899917724275806;8.0
118528-PP;Amygdala;0.04970597072584453;75.59100475585703
118528-PP;GreyMatter;0.3131331466380067;8.0
118528-PP;Hippocampus;0.08943595338964991;33.19638534539566
118528-PP;Thalamus;0.17902521299139385;43.42810150121693
118528-PP;WhiteMatter;0.7045701629744995;8.06225774829855
118730;Amygdala;0.055800461823247646;76.6355009117837
118730;GreyMatter;0.32870609889162344;7.615773105863909
118730;Hippocampus;0.08608366715306758;36.069377593742864
118730;Thalamus;0.2143714469142235;45.35416188179427
118730;WhiteMatter;0.6886738743127764;8.246211251235321
118730-PP;Amygdala;0.055602070330339474;76.11175993235211
118730-PP;GreyMatter;0.3234081068828418;7.483314773547883
118730-PP;Hippocampus;0.08498052759203469;36.11094017053558
118730-PP;Thalamus;0.22335665940117014;43.73785545725808
118730-PP;WhiteMatter;0.7056995628184467;9.0
118932;Amygdala;0.06999823236786949;77.78174593052023
118932;GreyMatter;0.3847102913851586;8.602325267042627
118932;Hippocampus;0.10655809665949695;34.219877264537345
118932;Thalamus;0.19048335867290872;45.760244754590204
118932;WhiteMatter;0.6404401569148401;8.0
118932-PP;Amygdala;0.07007313946766532;77.10382610480494
118932-PP;GreyMatter;0.38344308080010875;7.874007874011811
118932-PP;Hippocampus;0.10609627054225063;34.583232931581165
118932-PP;Thalamus;0.19796494757612101;43.73785545725808
118932-PP;WhiteMatter;0.6481101388482494;8.0
120111;Amygdala;0.057416946269079915;75.40557008603542
120111;GreyMatter;0.31506073688156794;8.54400374531753
120111;Hippocampus;0.1063025896577077;33.27160951922825
120111;Thalamus;0.19089407646609313;46.281745861624536
120111;WhiteMatter;0.7041905613467433;8.0
120111-PP;Amygdala;0.05763239875389408;75.0066663703967
120111-PP;GreyMatter;0.3114617245261204;8.246211251235321
120111-PP;Hippocampus;0.10595383728806705;33.25657829663178
120111-PP;Thalamus;0.19734611069400976;44.553338819890925
120111-PP;WhiteMatter;0.7134075953647833;8.0
122317;Amygdala;0.07559491416415179;77.25930364687478
122317;GreyMatter;0.3648015732180571;7.810249675906654
122317;Hippocampus;0.09846424662326085;32.155870381627054
122317;Thalamus;0.1755746731399547;46.79743582719036
122317;WhiteMatter;0.6480562962113465;9.0
122317-PP;Amygdala;0.07531586451010275;76.66159403508382
122317-PP;GreyMatter;0.3639783700049315;7.280109889280518
122317-PP;Hippocampus;0.09855704996882515;32.28002478313795
122317-PP;Thalamus;0.181644715756207;44.474711915874174
122317-PP;WhiteMatter;0.6555550556116208;9.0
122620;Amygdala;0.05663508602399008;77.00649323271382
122620;GreyMatter;0.3508552133626872;9.539392014169456
122620;Hippocampus;0.09063111545988259;34.07345007480164
122620;Thalamus;0.18844251839166826;44.27188724235731
122620;WhiteMatter;0.672031459250207;8.12403840463596
122620-PP;Amygdala;0.056382178383348656;76.34133873596926
122620-PP;GreyMatter;0.3455836105398163;9.695359714832659
122620-PP;Hippocampus;0.08899401412359426;33.67491648096547
122620-PP;Thalamus;0.19700280418077862;42.21374183841087
122620-PP;WhiteMatter;0.6832345817835828;9.0
123117;Amygdala;0.06601098480010219;79.46697427233529
123117;GreyMatter;0.35619895066592355;9.433981132056603
123117;Hippocampus;0.10780270537776311;32.38826948140329
123117;Thalamus;0.1964361510431266;44.553338819890925
123117;WhiteMatter;0.6998989914218088;7.280109889280518
123117-PP;Amygdala;0.06670283396626107;79.30952023559341
123117-PP;GreyMatter;0.3544897247093955;8.717797887081348
123117-PP;Hippocampus;0.10795361750775763;32.31098884280702
123117-PP;Thalamus;0.20373897476559882;43.726422218150894
123117-PP;WhiteMatter;0.7090135317541763;7.810249675906654
123925;Amygdala;0.07760702816041617;79.45438943192504
123925;GreyMatter;0.3339184819452659;9.055385138137417
123925;Hippocampus;0.11384867640396108;31.192947920964443
123925;Thalamus;0.20407018372664665;43.55456348076513
123925;WhiteMatter;0.6424955494179444;8.0
123925-PP;Amygdala;0.07899038075078374;79.25276020429824
123925-PP;GreyMatter;0.3351384924740028;9.0
123925-PP;Hippocampus;0.11264497097927698;31.176914536239792
123925-PP;Thalamus;0.20973002355499185;41.892720131306824
123925-PP;WhiteMatter;0.6495543116544318;8.0
124422;Amygdala;0.07846391960700747;77.03246069028303
124422;GreyMatter;0.32287698749749266;8.602325267042627
124422;Hippocampus;0.10749124168746985;32.817678162843876
124422;Thalamus;0.22096152319107826;43.12771730569565
124422;WhiteMatter;0.6655259452134867;8.0
124422-PP;Amygdala;0.0791008806504651;76.58981655546643
124422-PP;GreyMatter;0.3191921198514226;8.48528137423857
124422-PP;Hippocampus;0.10542607055736629;32.77193921634788
124422-PP;Thalamus;0.22863993025283347;42.02380277890139
124422-PP;WhiteMatter;0.6736949607774547;8.06225774829855
