SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.06234933414468603;77.54998388136518
117122;GreyMatter;0.35710299397720563;7.874007874011811
117122;Hippocampus;0.11163087625064665;34.0147027033899
117122;Thalamus;0.1905059663383878;44.31703961232068
117122;WhiteMatter;0.6382302120836771;8.0
117122-PP;Amygdala;0.06377387969604431;77.33692520394123
117122-PP;GreyMatter;0.35613948455016337;5.656854249492381
117122-PP;Hippocampus;0.1110472118838095;34.07345007480164
117122-PP;Thalamus;0.19647289950200264;43.657759905886145
117122-PP;WhiteMatter;0.6393922125564291;8.0
118528;Amygdala;0.043484014898001626;75.96051605933177
118528;GreyMatter;0.3197573123627586;8.0
118528;Hippocampus;0.08705261019703432;34.45286635390443
118528;Thalamus;0.17655321980432265;45.661800227323496
118528;WhiteMatter;0.6807934712840419;8.0
118528-PP;Amygdala;0.04369754224848508;75.67033764957046
118528-PP;GreyMatter;0.3158759133541837;7.54983443527075
118528-PP;Hippocampus;0.08563115309498187;33.74907406137241
118528-PP;Thalamus;0.1833899770317572;43.42810150121693
118528-PP;WhiteMatter;0.6950294200056039;8.0
118730;Amygdala;0.053093498721142114;76.48529270389177
118730;GreyMatter;0.33169457876483815;8.0
118730;Hippocampus;0.08436948796149067;36.235341863986875
118730;Thalamus;0.21566623473801397;45.39823785126467
118730;WhiteMatter;0.6801245207407459;8.0
118730-PP;Amygdala;0.05296885951737258;76.19055059520177
118730-PP;GreyMatter;0.32654455148182;8.246211251235321
118730-PP;Hippocampus;0.08324604632793585;36.235341863986875
118730-PP;Thalamus;0.22407487292983477;43.749285708454714
118730-PP;WhiteMatter;0.6964267260112432;8.48528137423857
118932;Amygdala;0.06677967613864477;77.80745465570763
118932;GreyMatter;0.38804626457613706;8.12403840463596
118932;Hippocampus;0.09970434480148134;34.713109915419565
118932;Thalamus;0.1946440332914197;45.58508528016593
118932;WhiteMatter;0.631579276405932;8.0
118932-PP;Amygdala;0.0670916547788873;77.23988606931007
118932-PP;GreyMatter;0.38734343459818654;7.280109889280518
118932-PP;Hippocampus;0.09944150943396227;35.12833614050059
118932-PP;Thalamus;0.2019906548530872;43.669211121796096
118932-PP;WhiteMatter;0.6386730619205527;8.0
120111;Amygdala;0.05045194805194805;75.47847375245475
120111;GreyMatter;0.3177270837222303;8.660254037844387
120111;Hippocampus;0.10048161747174669;33.83784863137726
120111;Thalamus;0.195858899454861;46.281745861624536
120111;WhiteMatter;0.6966399197061822;7.0710678118654755
120111-PP;Amygdala;0.05088942057630292;75.09993342207434
120111-PP;GreyMatter;0.31424136117664325;8.06225774829855
120111-PP;Hippocampus;0.10043729988571644;33.61547262794322
120111-PP;Thalamus;0.20243186021406395;44.48595283907045
120111-PP;WhiteMatter;0.7053665613225008;7.874007874011811
122317;Amygdala;0.06823918530768561;77.41446893184762
122317;GreyMatter;0.36707690329853987;8.246211251235321
122317;Hippocampus;0.09266310160427807;32.526911934581186
122317;Thalamus;0.1728908126141413;46.84015371452148
122317;WhiteMatter;0.6393122280683209;8.12403840463596
122317-PP;Amygdala;0.06819856926078474;77.03246069028303
122317-PP;GreyMatter;0.36662097653654546;8.246211251235321
122317-PP;Hippocampus;0.09320429425141467;32.69556544854363
122317-PP;Thalamus;0.17877740184937035;44.429719783046124
122317-PP;WhiteMatter;0.6464791706256202;8.48528137423857
122620;Amygdala;0.05752967291005485;77.00649323271382
122620;GreyMatter;0.35349613940295427;9.273618495495704
122620;Hippocampus;0.08710052962106679;34.785054261852174
122620;Thalamus;0.19167481683567544;44.21538193886829
122620;WhiteMatter;0.6631750746511469;8.0
122620-PP;Amygdala;0.05732030322403873;76.4591394144611
122620-PP;GreyMatter;0.34863325177652565;9.433981132056603
122620-PP;Hippocampus;0.08553733244665934;34.292856398964496
122620-PP;Thalamus;0.2002521030940738;42.05948168962618
122620-PP;WhiteMatter;0.6738159427525379;8.12403840463596
123117;Amygdala;0.062316731952993844;79.42921376924235
123117;GreyMatter;0.3598865930921121;9.16515138991168
123117;Hippocampus;0.1022626290245403;33.24154027718932
123117;Thalamus;0.19864349501377823;44.553338819890925
123117;WhiteMatter;0.6900555697300067;7.0
123117-PP;Amygdala;0.06321175485068713;79.36623967405788
123117-PP;GreyMatter;0.35840197134181245;8.246211251235321
123117-PP;Hippocampus;0.10256757279300878;33.12099032335839
123117-PP;Thalamus;0.20580096010327162;43.70354676682432
123117-PP;WhiteMatter;0.6979275678178283;7.0710678118654755
123925;Amygdala;0.06840772693173293;79.38513714795737
123925;GreyMatter;0.33651231757252215;8.54400374531753
123925;Hippocampus;0.10878498160615656;31.89043743820395
123925;Thalamus;0.2043236060714468;43.68065933568311
123925;WhiteMatter;0.6322549849651209;8.0
123925-PP;Amygdala;0.06947562445352931;79.17701686727027
123925-PP;GreyMatter;0.3383366102399335;8.366600265340756
123925-PP;Hippocampus;0.10780290579848963;31.827660925679098
123925-PP;Thalamus;0.20971210130211446;42.0
123925-PP;WhiteMatter;0.6387846938458833;8.0
124422;Amygdala;0.0781855928551843;77.0
124422;GreyMatter;0.3247084458840485;8.366600265340756
124422;Hippocampus;0.10225085438189889;33.421549934136806
124422;Thalamus;0.21951134380453752;43.18564576337837
124422;WhiteMatter;0.6537247754198672;8.0
124422-PP;Amygdala;0.07848131024214404;76.8505042273634
124422-PP;GreyMatter;0.3215759139060682;8.12403840463596
124422-PP;Hippocampus;0.10071001135248504;33.391615714128
124422-PP;Thalamus;0.22713426961748928;42.05948168962618
124422-PP;WhiteMatter;0.659996462704459;8.0
