SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.06581814580031696;77.32399368889322
117122;GreyMatter;0.3718312483777722;7.0710678118654755
117122;Hippocampus;0.12153971358120665;36.66060555964672
117122;Thalamus;0.1848277048087878;44.51965857910413
117122;WhiteMatter;0.6384771878372331;8.54400374531753
117122-PP;Amygdala;0.06755568949496471;77.12976079309465
117122-PP;GreyMatter;0.37018055928998655;5.0
117122-PP;Hippocampus;0.12459556878713693;33.436506994600975
117122-PP;Thalamus;0.19007926062414085;44.034077712607996
117122-PP;WhiteMatter;0.6384771505676116;8.94427190999916
118528;Amygdala;0.043977896326889615;76.02631123499285
118528;GreyMatter;0.32646582310360145;7.54983443527075
118528;Hippocampus;0.09547513382440408;32.984845004941285
118528;Thalamus;0.17085038761523963;45.89117562233506
118528;WhiteMatter;0.678195668511307;8.54400374531753
118528-PP;Amygdala;0.044109531693022015;75.56454194925024
118528-PP;GreyMatter;0.322368261133779;7.3484692283495345
118528-PP;Hippocampus;0.09380438878222956;32.46536616149585
118528-PP;Thalamus;0.17716798306326847;43.70354676682432
118528-PP;WhiteMatter;0.6911699590330155;9.0
118730;Amygdala;0.05377491068556239;76.48529270389177
118730;GreyMatter;0.3393011670603644;7.0710678118654755
118730;Hippocampus;0.09038112874608546;35.958309192730404
118730;Thalamus;0.20831832755061708;45.8475735453906
118730;WhiteMatter;0.6769997255123196;9.0
118730-PP;Amygdala;0.05354973680658658;76.11832893594026
118730-PP;GreyMatter;0.33378343385033626;7.0
118730-PP;Hippocampus;0.08888591348590774;36.05551275463989
118730-PP;Thalamus;0.216529209311569;44.06812907306141
118730-PP;WhiteMatter;0.690909244020643;9.1104335791443
118932;Amygdala;0.0675733779899975;77.78174593052023
118932;GreyMatter;0.3942546136239116;7.810249675906654
118932;Hippocampus;0.11012258713749885;34.14674215792775
118932;Thalamus;0.1869592044655541;45.9782557302906
118932;WhiteMatter;0.6286961599595292;8.06225774829855
118932-PP;Amygdala;0.06768204758471522;77.1621668954417
118932-PP;GreyMatter;0.39359419908703247;6.708203932499369
118932-PP;Hippocampus;0.10944157882933393;34.539832078341085
118932-PP;Thalamus;0.194041196484055;44.01136216933077
118932-PP;WhiteMatter;0.6348259875144324;8.306623862918075
120111;Amygdala;0.050914743010775275;75.43208866258443
120111;GreyMatter;0.32385206634530267;7.874007874011811
120111;Hippocampus;0.11039377485142589;33.13608305156178
120111;Thalamus;0.18698324545255998;46.36809247747852
120111;WhiteMatter;0.6935264739492953;8.0
120111-PP;Amygdala;0.05137483432562641;75.05331438384317
120111-PP;GreyMatter;0.32026928515164416;7.3484692283495345
120111-PP;Hippocampus;0.11041774820685052;33.03028912982749
120111-PP;Thalamus;0.1926738873446436;44.75488800120049
120111-PP;WhiteMatter;0.7013287968637703;8.12403840463596
122317;Amygdala;0.06913275428772982;77.42092740338364
122317;GreyMatter;0.37417175287939597;7.0710678118654755
122317;Hippocampus;0.10120086696737157;32.0624390837628
122317;Thalamus;0.1681259738289922;47.01063709417264
122317;WhiteMatter;0.6363301693015005;9.0
122317-PP;Amygdala;0.06894737995572991;77.0
122317-PP;GreyMatter;0.3738157493117492;6.708203932499369
122317-PP;Hippocampus;0.10206842330415881;32.2490309931942
122317-PP;Thalamus;0.17339672507492931;44.73253849269008
122317-PP;WhiteMatter;0.6416320931759082;9.055385138137417
122620;Amygdala;0.058212058212058215;77.02596964660685
122620;GreyMatter;0.361167461112557;9.1104335791443
122620;Hippocampus;0.09528004110695149;33.61547262794322
122620;Thalamus;0.1863637116955866;44.68780594300866
122620;WhiteMatter;0.6609943871160467;9.0
122620-PP;Amygdala;0.05799190552752675;76.44605941446557
122620-PP;GreyMatter;0.35603215377313885;9.219544457292887
122620-PP;Hippocampus;0.09310970324632967;33.391615714128
122620-PP;Thalamus;0.19493767181313645;42.555845661906424
122620-PP;WhiteMatter;0.6703929741586945;9.0
123117;Amygdala;0.06354354628720221;79.50471684120383
123117;GreyMatter;0.36749508754902505;8.94427190999916
123117;Hippocampus;0.11240839240271301;32.29551052391029
123117;Thalamus;0.19113904877309906;44.83302354291979
123117;WhiteMatter;0.6867520780743354;8.0
123117-PP;Amygdala;0.06432883277268328;79.30952023559341
123117-PP;GreyMatter;0.36606584964939576;7.211102550927978
123117-PP;Hippocampus;0.11279131441931957;31.921779399024736
123117-PP;Thalamus;0.19784384087112541;44.01136216933077
123117-PP;WhiteMatter;0.6932189902694365;8.0
123925;Amygdala;0.06935810408479219;79.33473388119481
123925;GreyMatter;0.344422468093345;8.12403840463596
123925;Hippocampus;0.1193017478987784;31.064449134018133
123925;Thalamus;0.19476868502043593;43.70354676682432
123925;WhiteMatter;0.6288992190786976;8.06225774829855
123925-PP;Amygdala;0.07064367981918296;79.1580697086532
123925-PP;GreyMatter;0.3469701076644512;7.874007874011811
123925-PP;Hippocampus;0.11821506623254985;31.064449134018133
123925-PP;Thalamus;0.19981954370336422;42.1070065428546
123925-PP;WhiteMatter;0.6330023992549357;8.48528137423857
124422;Amygdala;0.08055208039065338;76.94153624668537
124422;GreyMatter;0.3358908901001925;8.06225774829855
124422;Hippocampus;0.11295877849198166;33.54101966249684
124422;Thalamus;0.2151478575739288;43.41658669218482
124422;WhiteMatter;0.6528585984671793;8.246211251235321
124422-PP;Amygdala;0.0811544853865175;76.42643521714199
124422-PP;GreyMatter;0.3326050797403379;7.280109889280518
124422-PP;Hippocampus;0.1114153282311092;32.449961479175904
124422-PP;Thalamus;0.22236591400908706;42.43819034784589
